Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE,Order_ID,Order_Date,Order_Value,Order_Due_Date,Order_Status,Billing_Date,Payment_Date,Downtime_Minutes,Downtime_Hours,Downtime_Reason,MTBF,MTTR,Fulfillment_Status,Fulfillment_Days
2023-01-27,P05,Delhi,M014,Milling,Brakes,Morning,750,273000,876,96,86,97,73.09,,,,,,,,12,0.2,Quality Check,163,29,,
2023-01-27,P05,Delhi,M015,Grinder,Engine Parts,Morning,803,334851,902,91,96,96,84.26,,,,,,,,11,0.183333333,Operator Error,182,26,,
2023-01-27,P05,Delhi,M016,CNC,Chassis,Morning,1040,370240,1057,85,95,96,74.47,,,,,,,,39,0.65,Power Outage,182,41,,
2023-01-27,P05,Delhi,M017,Grinder,Transmission,Night,855,353115,916,89,81,95,64.76,,,,,,,,28,0.466666667,Material Shortage,165,42,,
2023-01-27,P05,Delhi,M018,Lathe,Chassis,Night,1009,418735,1104,75,90,98,58.77,,,,,,,,34,0.566666667,Calibration,145,35,,
2023-01-27,P05,Delhi,M019,Press,Chassis,Morning,1110,415140,1083,96,85,97,76.93,,,,,,,,31,0.516666667,Preventive Maintenance,148,44,,
2023-01-27,P05,Delhi,M020,Welder,Engine Parts,Morning,999,380619,1089,93,96,96,70.74,,,,,,,,56,0.933333333,Software Issue,107,19,,
2023-01-27,P05,Delhi,M021,Welder,Chassis,Night,858,308022,989,80,85,98,60.5,,,,,,,,11,0.183333333,Power Outage,180,26,,
2023-01-27,P05,Delhi,M022,Milling,Suspension,Morning,1050,423150,1059,92,92,96,77.17,,,,,,,,30,0.5,Quality Check,148,44,,
2023-01-27,P05,Delhi,M023,Grinder,Chassis,Night,982,355484,998,78,82,97,56.4,,,,,,,,51,0.85,Tool Change,161,24,,
2023-01-27,P05,Delhi,M024,Press,Suspension,Morning,1015,385700,1107,92,91,98,71.24,,,,,,,,41,0.683333333,Quality Check,146,15,,
2023-01-27,P05,Delhi,M025,Lathe,Engine Parts,Morning,1201,447973,1170,86,91,98,68.45,,,,,,,,41,0.683333333,Preventive Maintenance,165,17,,
2023-01-28,P01,Pune,M001,Milling,Brakes,Morning,876,326748,914,97,93,99,79.87,,,,,,,,56,0.933333333,Electrical Fault,183,35,,
2023-01-28,P01,Pune,M002,Drill,Exhaust,Morning,1086,412680,1109,86,96,97,79.12,,,,,,,,14,0.233333333,Software Issue,124,20,,
2023-01-28,P01,Pune,M003,Welder,Engine Parts,Night,885,330990,889,83,90,96,60.12,,,,,,,,46,0.766666667,Mechanical Failure,163,22,,
2023-01-28,P01,Pune,M004,Lathe,Engine Parts,Night,926,334286,959,87,86,98,66.36,ORD1983,2023-01-21,447300,2023-01-26,Shipped,,,43,0.716666667,Mechanical Failure,137,32,OnTime,7
2023-01-28,P01,Pune,M005,Milling,Exhaust,Morning,579,237969,965,98,87,98,53.55,,,,,,,,183,3.05,Calibration,195,41,,
2023-01-28,P01,Pune,M006,Welder,Engine Parts,Night,942,373032,1057,81,90,98,69.21,ORD1984,2023-01-27,313525,2023-02-03,Shipped,,,25,0.416666667,Calibration,143,22,OnTime,1
2023-01-28,P01,Pune,M007,Welder,Suspension,Night,759,274758,862,77,83,95,49.46,,,,,,,,53,0.883333333,Operator Error,140,39,,
2023-01-28,P01,Pune,M008,Press,Suspension,Night,816,293760,911,77,89,98,57.77,ORD1985,2023-01-21,240011,2023-01-28,Shipped,,,53,0.883333333,Material Shortage,136,36,OnTime,7
2023-01-28,P01,Pune,M009,Welder,Brakes,Night,1107,419553,1081,77,81,98,53.42,ORD1986,2023-01-26,392629,2023-02-02,Billed,2023-01-26,,24,0.4,Quality Check,193,43,OnTime,2
2023-01-28,P01,Pune,M010,Press,Transmission,Night,851,331890,831,82,79,96,57.87,,,,,,,,19,0.316666667,Software Issue,176,15,,
2023-01-28,P01,Pune,M011,Welder,Suspension,Morning,849,331110,889,90,89,96,66.85,ORD1987,2023-01-27,479524,2023-02-05,Billed,2023-01-27,,30,0.5,Software Issue,106,30,OnTime,1
2023-01-28,P01,Pune,M012,Press,Suspension,Night,917,322784,928,81,91,97,67.86,,,,,,,,37,0.616666667,Power Outage,180,21,,
2023-01-28,P01,Pune,M013,Milling,Engine Parts,Morning,923,327665,958,92,89,96,70.51,,,,,,,,57,0.95,Electrical Fault,160,27,,
2023-01-28,P01,Pune,M014,Welder,Chassis,Morning,811,302503,894,91,90,96,64.46,,,,,,,,52,0.866666667,Software Issue,159,27,,
2023-01-28,P01,Pune,M015,Welder,Engine Parts,Morning,905,333040,886,85,89,99,65.2,,,,,,,,27,0.45,Quality Check,102,43,,
2023-01-28,P01,Pune,M016,Press,Engine Parts,Night,1090,395670,1082,79,83,97,57.8,ORD1988,2023-01-25,408012,2023-02-04,Billed,2023-01-27,,48,0.8,Electrical Fault,167,16,OnTime,3
2023-01-28,P01,Pune,M017,CNC,Exhaust,Morning,853,309639,897,92,91,99,73.72,ORD1989,2023-01-22,464889,2023-01-30,Produced,,,29,0.483333333,Tool Change,111,17,Delayed,15
2023-01-28,P01,Pune,M018,CNC,Chassis,Night,1047,369591,1042,88,85,98,59.9,,,,,,,,51,0.85,Electrical Fault,141,40,,
2023-01-28,P01,Pune,M019,Drill,Engine Parts,Night,793,277550,895,77,83,98,53.61,,,,,,,,46,0.766666667,Material Shortage,156,15,,
2023-01-28,P01,Pune,M020,Lathe,Brakes,Morning,880,355520,1029,97,85,99,77.87,,,,,,,,35,0.583333333,Quality Check,165,40,,
2023-01-28,P01,Pune,M021,Press,Suspension,Morning,967,367460,1050,94,93,96,77.5,,,,,,,,13,0.216666667,Software Issue,141,22,,
2023-01-28,P01,Pune,M022,Grinder,Suspension,Morning,982,357448,949,85,89,98,69.18,,,,,,,,51,0.85,Power Outage,122,16,,
2023-01-28,P01,Pune,M023,Press,Brakes,Morning,761,309727,893,98,89,98,72.63,,,,,,,,48,0.8,Electrical Fault,165,27,,
2023-01-28,P01,Pune,M024,CNC,Chassis,Night,1030,366680,995,85,84,96,61.66,ORD1990,2023-01-22,367882,2023-01-27,Billed,2023-01-25,,54,0.9,Material Shortage,164,37,OnTime,6
2023-01-28,P01,Pune,M025,Drill,Brakes,Night,1198,452844,1198,88,79,98,61.11,,,,,,,,22,0.366666667,Electrical Fault,173,27,,
2023-01-28,P02,Chennai,M001,Milling,Brakes,Morning,818,305114,922,92,90,99,76.01,,,,,,,,15,0.25,Calibration,166,32,,
2023-01-28,P02,Chennai,M002,Welder,Engine Parts,Morning,1017,370188,1122,93,95,99,82.2,,,,,,,,16,0.266666667,Mechanical Failure,190,16,,
2023-01-28,P02,Chennai,M003,Press,Transmission,Morning,862,319802,991,93,89,97,69.07,,,,,,,,41,0.683333333,Preventive Maintenance,118,23,,
2023-01-28,P02,Chennai,M004,Milling,Brakes,Night,1052,371356,1167,87,85,97,60.42,,,,,,,,44,0.733333333,Operator Error,108,30,,
2023-01-28,P02,Chennai,M005,CNC,Engine Parts,Night,848,315456,989,84,82,95,58.66,ORD1991,2023-01-25,391849,2023-02-01,Processing,,,50,0.833333333,Tool Change,166,32,Delayed,8
2023-01-28,P02,Chennai,M006,Press,Brakes,Night,1091,422217,1072,84,81,98,67.11,ORD1992,2023-01-21,253389,2023-01-26,Paid,2023-01-25,2023-01-27,19,0.316666667,Preventive Maintenance,163,18,OnTime,7
2023-01-28,P02,Chennai,M007,Drill,Transmission,Morning,835,340680,923,91,90,97,76.83,,,,,,,,16,0.266666667,Quality Check,117,39,,
2023-01-28,P02,Chennai,M008,Lathe,Engine Parts,Morning,973,379470,1028,86,94,98,70.25,,,,,,,,38,0.633333333,Electrical Fault,180,40,,
2023-01-28,P02,Chennai,M009,Grinder,Suspension,Night,835,316465,853,85,85,98,64.73,,,,,,,,21,0.35,Electrical Fault,128,34,,
2023-01-28,P02,Chennai,M010,Welder,Engine Parts,Morning,1064,439432,1019,95,91,97,77.6,,,,,,,,22,0.366666667,Electrical Fault,144,37,,
2023-01-28,P02,Chennai,M011,Press,Chassis,Morning,1013,390005,1002,87,92,98,74.97,,,,,,,,33,0.55,Material Shortage,157,42,,
2023-01-28,P02,Chennai,M012,CNC,Exhaust,Morning,1133,415811,1152,89,85,99,66.99,,,,,,,,32,0.533333333,Material Shortage,169,25,,
2023-01-28,P02,Chennai,M013,Grinder,Chassis,Morning,847,315084,989,86,97,98,69.12,,,,,,,,55,0.916666667,Mechanical Failure,102,21,,
2023-01-28,P02,Chennai,M014,Drill,Engine Parts,Night,835,329825,816,89,82,96,61.38,,,,,,,,32,0.533333333,Software Issue,186,37,,
2023-01-28,P02,Chennai,M015,Lathe,Brakes,Morning,933,390927,1005,95,92,96,81.27,ORD1993,2023-01-25,500514,2023-02-04,Produced,,,18,0.3,Material Shortage,100,18,Delayed,6
2023-01-28,P02,Chennai,M016,Press,Chassis,Night,1023,374418,1052,89,84,96,68.59,,,,,,,,19,0.316666667,Operator Error,140,19,,
2023-01-28,P02,Chennai,M017,CNC,Suspension,Night,1020,424320,1184,75,92,96,58.2,,,,,,,,45,0.75,Mechanical Failure,103,25,,
2023-01-28,P02,Chennai,M018,Milling,Brakes,Morning,1089,415998,1196,87,89,98,65.04,,,,,,,,44,0.733333333,Material Shortage,103,40,,
2023-01-28,P02,Chennai,M019,Milling,Brakes,Night,1200,450000,1145,80,85,96,61.34,,,,,,,,36,0.6,Power Outage,160,35,,
2023-01-28,P02,Chennai,M020,Drill,Chassis,Morning,955,369585,1057,87,97,96,71.96,,,,,,,,29,0.483333333,Mechanical Failure,103,34,,
2023-01-28,P02,Chennai,M021,Lathe,Suspension,Morning,1032,382872,1145,97,87,97,82.5,,,,,,,,19,0.316666667,Preventive Maintenance,147,33,,
2023-01-28,P02,Chennai,M022,Press,Brakes,Morning,998,375248,1152,86,90,97,70.5,,,,,,,,52,0.866666667,Material Shortage,180,39,,
2023-01-28,P02,Chennai,M023,Press,Suspension,Morning,783,317115,871,90,92,98,66.84,,,,,,,,52,0.866666667,Electrical Fault,157,31,,
2023-01-28,P02,Chennai,M024,Grinder,Engine Parts,Night,1220,502640,1163,90,89,96,63.51,,,,,,,,58,0.966666667,Tool Change,100,40,,
2023-01-28,P02,Chennai,M025,Drill,Transmission,Morning,805,303485,879,95,86,99,69.93,ORD1994,2023-01-26,246916,2023-01-31,Produced,,,60,1,Software Issue,114,30,Delayed,10
2023-01-28,P03,Gurgaon,M001,Press,Engine Parts,Morning,1064,422408,1182,85,85,96,61.78,,,,,,,,38,0.633333333,Mechanical Failure,114,44,,
2023-01-28,P03,Gurgaon,M002,Press,Transmission,Night,1196,454480,1186,80,86,98,59.98,,,,,,,,31,0.516666667,Operator Error,137,32,,
2023-01-28,P03,Gurgaon,M003,Welder,Suspension,Night,709,272256,802,90,92,98,70.44,ORD1995,2023-01-25,580893,2023-02-04,Billed,2023-01-27,,59,0.983333333,Operator Error,172,29,OnTime,3
2023-01-28,P03,Gurgaon,M004,Grinder,Engine Parts,Morning,899,373984,987,90,88,96,65.28,,,,,,,,26,0.433333333,Material Shortage,176,17,,
2023-01-28,P03,Gurgaon,M005,Welder,Engine Parts,Night,1005,387930,1097,77,78,97,52.7,,,,,,,,32,0.533333333,Calibration,128,19,,
2023-01-28,P03,Gurgaon,M006,Drill,Chassis,Night,776,320488,811,85,84,96,62.87,,,,,,,,33,0.55,Operator Error,126,40,,
2023-01-28,P03,Gurgaon,M007,Press,Chassis,Morning,988,374452,1092,95,96,97,81.91,ORD1996,2023-01-23,477882,2023-01-31,Produced,,,24,0.4,Software Issue,144,38,Delayed,12
2023-01-28,P03,Gurgaon,M008,Milling,Brakes,Night,1043,420329,996,86,81,96,56.47,,,,,,,,54,0.9,Preventive Maintenance,179,42,,
2023-01-28,P03,Gurgaon,M009,Drill,Exhaust,Morning,1025,366950,990,94,94,97,75.75,ORD1997,2023-01-26,526924,2023-02-03,Billed,2023-01-27,,27,0.45,Power Outage,176,39,OnTime,2
2023-01-28,P03,Gurgaon,M010,Grinder,Transmission,Morning,729,263169,840,86,86,98,66.06,,,,,,,,16,0.266666667,Mechanical Failure,153,42,,
2023-01-28,P03,Gurgaon,M011,Drill,Brakes,Night,830,347770,889,79,91,97,70.49,,,,,,,,17,0.283333333,Calibration,162,37,,
2023-01-28,P03,Gurgaon,M012,Press,Exhaust,Night,858,344916,837,84,89,97,66.49,,,,,,,,32,0.533333333,Preventive Maintenance,170,17,,
2023-01-28,P03,Gurgaon,M013,Lathe,Transmission,Morning,840,297360,882,95,86,97,71.63,,,,,,,,50,0.833333333,Calibration,120,41,,
2023-01-28,P03,Gurgaon,M014,Grinder,Transmission,Morning,1092,396396,1103,89,95,97,77.07,ORD1998,2023-01-27,316151,2023-02-03,Shipped,,,25,0.416666667,Preventive Maintenance,103,21,OnTime,1
2023-01-28,P03,Gurgaon,M015,Lathe,Transmission,Night,717,281064,802,86,89,95,66.36,ORD1999,2023-01-23,544307,2023-01-30,Shipped,,,39,0.65,Software Issue,177,23,OnTime,5
2023-01-28,P03,Gurgaon,M016,Lathe,Chassis,Morning,975,397800,1134,95,91,96,83.97,,,,,,,,16,0.266666667,Preventive Maintenance,184,30,,
2023-01-28,P03,Gurgaon,M017,Grinder,Engine Parts,Night,1147,414067,1121,88,83,95,61.96,,,,,,,,60,1,Power Outage,153,16,,
2023-01-28,P03,Gurgaon,M018,Press,Transmission,Morning,811,285472,825,87,97,99,79.62,,,,,,,,38,0.633333333,Mechanical Failure,125,35,,
2023-01-28,P03,Gurgaon,M019,Grinder,Exhaust,Night,1112,454808,1188,84,86,95,62.19,,,,,,,,53,0.883333333,Quality Check,185,29,,
2023-01-28,P03,Gurgaon,M020,Welder,Exhaust,Night,758,294104,814,80,79,97,50.91,,,,,,,,50,0.833333333,Tool Change,148,39,,
2023-01-28,P03,Gurgaon,M021,Drill,Exhaust,Morning,862,311182,889,95,93,96,70.67,,,,,,,,38,0.633333333,Mechanical Failure,105,41,,
2023-01-28,P03,Gurgaon,M022,Welder,Exhaust,Night,1058,397808,1018,79,85,96,61.16,ORD2000,2023-01-24,404806,2023-01-30,Paid,2023-01-25,2023-01-31,39,0.65,Operator Error,166,19,OnTime,4
2023-01-28,P03,Gurgaon,M023,Welder,Suspension,Night,942,335352,1057,75,85,98,52.86,ORD2001,2023-01-25,557421,2023-02-03,Produced,,,58,0.966666667,Power Outage,129,29,Delayed,9
2023-01-28,P03,Gurgaon,M024,Drill,Suspension,Night,786,275100,803,85,85,96,60.37,ORD2002,2023-01-27,259766,2023-02-04,Paid,2023-01-27,2023-01-30,56,0.933333333,Tool Change,139,34,OnTime,1
2023-01-28,P03,Gurgaon,M025,Press,Brakes,Morning,934,373600,1003,88,86,97,60.3,,,,,,,,48,0.8,Mechanical Failure,164,23,,
2023-01-28,P04,Bengaluru,M001,Press,Exhaust,Night,1049,375542,1093,89,82,97,66.78,,,,,,,,40,0.666666667,Electrical Fault,100,28,,
2023-01-28,P04,Bengaluru,M002,CNC,Suspension,Night,1012,378488,1060,89,79,95,57.54,,,,,,,,50,0.833333333,Operator Error,127,32,,
2023-01-28,P04,Bengaluru,M003,Welder,Brakes,Night,725,296525,828,89,91,95,72.65,,,,,,,,26,0.433333333,Tool Change,190,37,,
2023-01-28,P04,Bengaluru,M004,Press,Exhaust,Morning,1242,479412,1194,85,88,99,66,,,,,,,,36,0.6,Power Outage,112,35,,
2023-01-28,P04,Bengaluru,M005,Welder,Chassis,Night,1104,430560,1135,80,87,97,63.65,,,,,,,,19,0.316666667,Software Issue,157,42,,
2023-01-28,P04,Bengaluru,M006,CNC,Chassis,Night,841,352379,960,90,92,95,79.92,ORD2003,2023-01-25,540310,2023-02-02,Billed,2023-01-27,,14,0.233333333,Electrical Fault,136,32,OnTime,3
2023-01-28,P04,Bengaluru,M007,Drill,Exhaust,Night,899,368590,886,87,90,96,67.41,,,,,,,,14,0.233333333,Preventive Maintenance,128,38,,
2023-01-28,P04,Bengaluru,M008,Lathe,Exhaust,Night,835,325650,917,90,88,97,64.77,,,,,,,,37,0.616666667,Quality Check,196,18,,
2023-01-28,P04,Bengaluru,M009,Drill,Engine Parts,Morning,1104,415104,1109,87,93,99,75.25,,,,,,,,18,0.3,Operator Error,121,39,,
2023-01-28,P04,Bengaluru,M010,Welder,Exhaust,Night,1067,420398,1131,75,82,95,55.66,ORD2004,2023-01-24,488153,2023-02-03,Produced,,,33,0.55,Calibration,151,40,Delayed,10
2023-01-28,P04,Bengaluru,M011,Milling,Engine Parts,Morning,873,330867,866,98,86,97,71.37,ORD2005,2023-01-22,461812,2023-01-30,Produced,,,50,0.833333333,Tool Change,176,29,Delayed,16
2023-01-28,P04,Bengaluru,M012,Grinder,Brakes,Morning,1022,362810,1124,90,95,97,73.95,ORD2006,2023-01-24,288017,2023-01-29,Paid,2023-01-26,2023-01-30,58,0.966666667,Mechanical Failure,138,35,OnTime,4
2023-01-28,P04,Bengaluru,M013,Grinder,Exhaust,Morning,1126,470668,1116,95,97,98,83.51,,,,,,,,53,0.883333333,Mechanical Failure,145,24,,
2023-01-28,P04,Bengaluru,M014,CNC,Suspension,Morning,992,380928,946,94,90,97,68.83,ORD2007,2023-01-25,328971,2023-02-04,Paid,2023-01-27,2023-01-29,34,0.566666667,Quality Check,103,33,OnTime,3
2023-01-28,P04,Bengaluru,M015,Lathe,Brakes,Night,808,306232,810,90,84,95,61.8,,,,,,,,39,0.65,Power Outage,170,22,,
2023-01-28,P04,Bengaluru,M016,Lathe,Transmission,Morning,835,321475,805,97,97,96,78.51,,,,,,,,42,0.7,Quality Check,166,41,,
2023-01-28,P04,Bengaluru,M017,Lathe,Transmission,Night,1044,416556,1112,83,88,95,57,,,,,,,,59,0.983333333,Power Outage,155,25,,
2023-01-28,P04,Bengaluru,M018,Milling,Engine Parts,Morning,922,366034,1014,89,92,99,75.23,,,,,,,,14,0.233333333,Calibration,141,28,,
2023-01-28,P04,Bengaluru,M019,Press,Exhaust,Morning,766,278058,866,94,90,96,74.09,,,,,,,,33,0.55,Electrical Fault,151,27,,
2023-01-28,P04,Bengaluru,M020,CNC,Exhaust,Morning,706,288754,818,95,96,98,77.71,,,,,,,,33,0.55,Operator Error,160,36,,
2023-01-28,P04,Bengaluru,M021,Drill,Transmission,Morning,1119,398364,1091,85,89,99,61.79,ORD2008,2023-01-21,279986,2023-01-31,Billed,2023-01-26,,48,0.8,Quality Check,152,24,OnTime,7
2023-01-28,P04,Bengaluru,M022,Lathe,Engine Parts,Morning,766,271164,863,98,96,96,76.06,ORD2009,2023-01-27,228312,2023-02-06,Produced,,,53,0.883333333,Electrical Fault,180,16,Delayed,9
2023-01-28,P04,Bengaluru,M023,Press,Suspension,Night,1195,500705,1189,85,83,95,58.23,ORD2010,2023-01-21,459892,2023-01-31,Processing,,,19,0.316666667,Power Outage,129,25,Delayed,12
2023-01-28,P04,Bengaluru,M024,Press,Brakes,Night,881,309231,944,89,90,95,74.88,,,,,,,,14,0.233333333,Power Outage,127,35,,
2023-01-28,P04,Bengaluru,M025,Lathe,Chassis,Morning,1099,398937,1132,85,88,97,59.13,ORD2011,2023-01-21,501723,2023-01-28,Billed,2023-01-25,,60,1,Tool Change,114,16,OnTime,7
2023-01-28,P05,Delhi,M001,Grinder,Engine Parts,Night,1040,375440,1038,77,81,95,54.88,ORD2012,2023-01-23,315005,2023-01-28,Paid,2023-01-26,2023-02-01,35,0.583333333,Electrical Fault,143,22,OnTime,5
2023-01-28,P05,Delhi,M002,Drill,Suspension,Night,1178,480624,1169,80,92,96,63.83,ORD2013,2023-01-26,214305,2023-01-31,Produced,,,16,0.266666667,Calibration,133,39,Delayed,8
2023-01-28,P05,Delhi,M003,Lathe,Chassis,Morning,1056,432960,1131,91,91,98,78.41,,,,,,,,37,0.616666667,Mechanical Failure,108,18,,
2023-01-28,P05,Delhi,M004,Drill,Chassis,Night,853,335229,852,82,89,96,60.45,ORD2014,2023-01-27,484681,2023-02-02,Billed,2023-01-26,,30,0.5,Operator Error,176,15,OnTime,1
2023-01-28,P05,Delhi,M005,Drill,Exhaust,Night,858,305448,842,83,90,98,64.96,,,,,,,,20,0.333333333,Power Outage,121,35,,
2023-01-28,P05,Delhi,M006,Milling,Suspension,Morning,858,352638,879,97,85,96,73.07,,,,,,,,32,0.533333333,Operator Error,171,28,,
2023-01-28,P05,Delhi,M007,Grinder,Chassis,Night,801,324405,879,89,90,97,66.18,,,,,,,,55,0.916666667,Mechanical Failure,183,28,,
2023-01-28,P05,Delhi,M008,Grinder,Brakes,Night,804,303912,927,76,83,96,56.69,ORD2015,2023-01-24,518731,2023-01-29,Shipped,,,23,0.383333333,Software Issue,163,22,OnTime,4
2023-01-28,P05,Delhi,M009,CNC,Exhaust,Night,1099,398937,1128,89,85,96,58.32,,,,,,,,54,0.9,Electrical Fault,198,22,,
2023-01-28,P05,Delhi,M010,Grinder,Engine Parts,Morning,829,341548,852,90,93,98,76.9,,,,,,,,14,0.233333333,Power Outage,152,39,,
2023-01-28,P05,Delhi,M011,Milling,Transmission,Morning,752,309824,821,91,96,96,84,ORD2016,2023-01-21,278146,2023-01-26,Paid,2023-01-25,2023-01-27,10,0.166666667,Material Shortage,189,21,OnTime,7
2023-01-28,P05,Delhi,M012,CNC,Transmission,Morning,789,320334,840,92,89,96,69.87,,,,,,,,53,0.883333333,Material Shortage,110,18,,
2023-01-28,P05,Delhi,M013,Milling,Suspension,Night,780,274560,819,82,78,95,57.98,,,,,,,,36,0.6,Power Outage,176,44,,
2023-01-28,P05,Delhi,M014,Milling,Suspension,Night,868,335916,879,90,82,96,67.45,ORD2017,2023-01-27,310576,2023-02-03,Paid,2023-01-27,2023-01-29,23,0.383333333,Electrical Fault,167,40,OnTime,1
2023-01-28,P05,Delhi,M015,Grinder,Engine Parts,Night,969,406980,1039,83,85,96,59.02,ORD2018,2023-01-25,481475,2023-01-31,Paid,2023-01-25,2023-01-30,29,0.483333333,Power Outage,133,21,OnTime,3
2023-01-28,P05,Delhi,M016,CNC,Brakes,Night,830,297970,948,80,83,97,55.05,,,,,,,,37,0.616666667,Software Issue,123,25,,
2023-01-28,P05,Delhi,M017,Grinder,Transmission,Morning,849,349788,919,97,97,99,77.19,ORD2019,2023-01-24,457177,2023-01-30,Shipped,,,42,0.7,Electrical Fault,153,18,OnTime,4
2023-01-28,P05,Delhi,M018,Lathe,Engine Parts,Night,812,330484,894,84,90,97,62.48,,,,,,,,59,0.983333333,Software Issue,140,21,,
2023-01-28,P05,Delhi,M019,Press,Transmission,Morning,925,345950,931,98,85,97,75.66,,,,,,,,21,0.35,Power Outage,163,43,,
2023-01-28,P05,Delhi,M020,Welder,Suspension,Morning,933,348009,928,89,85,96,67.44,ORD2020,2023-01-26,279839,2023-02-05,Produced,,,42,0.7,Software Issue,127,31,Delayed,8
2023-01-28,P05,Delhi,M021,Welder,Chassis,Night,875,360500,939,90,83,96,66.47,,,,,,,,14,0.233333333,Tool Change,155,34,,
2023-01-28,P05,Delhi,M022,Milling,Brakes,Night,1116,421848,1127,85,84,96,59.09,,,,,,,,55,0.916666667,Operator Error,198,42,,
2023-01-28,P05,Delhi,M023,Grinder,Brakes,Night,927,380070,1087,89,80,98,66.93,,,,,,,,13,0.216666667,Preventive Maintenance,107,31,,
2023-01-28,P05,Delhi,M024,Press,Brakes,Night,1141,406196,1163,87,78,96,58.2,ORD2021,2023-01-23,250661,2023-01-30,Billed,2023-01-26,,28,0.466666667,Mechanical Failure,152,40,OnTime,5
2023-01-28,P05,Delhi,M025,Lathe,Engine Parts,Night,908,378636,1060,80,88,96,60.03,,,,,,,,57,0.95,Tool Change,185,16,,
2023-01-29,P01,Pune,M001,Milling,Suspension,Night,862,357730,966,82,87,97,66.1,ORD2022,2023-01-25,455509,2023-02-04,Billed,2023-01-26,,37,0.616666667,Operator Error,134,35,OnTime,4
2023-01-29,P01,Pune,M002,Drill,Chassis,Night,1061,376655,1021,87,86,97,71.96,ORD2023,2023-01-25,267248,2023-02-01,Shipped,,,13,0.216666667,Material Shortage,183,33,OnTime,4
2023-01-29,P01,Pune,M003,Welder,Suspension,Night,1008,419328,1095,78,83,98,58.12,,,,,,,,58,0.966666667,Operator Error,149,33,,
2023-01-29,P01,Pune,M004,Lathe,Transmission,Morning,865,345135,929,85,97,98,64.42,,,,,,,,59,0.983333333,Tool Change,177,16,,
2023-01-29,P01,Pune,M005,Milling,Transmission,Morning,598,240994,998,94,86,99,51.44,,,,,,,,215,3.583333333,Preventive Maintenance,162,28,,
2023-01-29,P01,Pune,M006,Welder,Engine Parts,Morning,1030,369770,1018,88,96,99,72.7,ORD2024,2023-01-24,473831,2023-01-31,Paid,2023-01-26,2023-02-01,19,0.316666667,Power Outage,199,25,OnTime,5
2023-01-29,P01,Pune,M007,Welder,Brakes,Morning,1058,442244,1119,94,87,98,77.91,,,,,,,,28,0.466666667,Quality Check,103,36,,
2023-01-29,P01,Pune,M008,Press,Brakes,Morning,840,304920,898,89,91,98,77.88,ORD2025,2023-01-28,483559,2023-02-03,Paid,2023-01-26,2023-01-31,16,0.266666667,Mechanical Failure,160,19,OnTime,1
2023-01-29,P01,Pune,M009,Welder,Engine Parts,Morning,888,356088,989,86,94,96,77.98,,,,,,,,15,0.25,Mechanical Failure,140,29,,
2023-01-29,P01,Pune,M010,Press,Transmission,Night,911,366222,900,86,90,95,64.64,,,,,,,,52,0.866666667,Operator Error,177,31,,
2023-01-29,P01,Pune,M011,Welder,Brakes,Night,1083,379050,1144,90,79,97,61.43,,,,,,,,12,0.2,Material Shortage,101,25,,
2023-01-29,P01,Pune,M012,Press,Brakes,Night,1013,414317,991,85,86,95,61.66,,,,,,,,29,0.483333333,Tool Change,110,37,,
2023-01-29,P01,Pune,M013,Milling,Engine Parts,Night,1168,422816,1117,81,90,96,67.75,,,,,,,,24,0.4,Mechanical Failure,112,33,,
2023-01-29,P01,Pune,M014,Welder,Exhaust,Night,915,372405,1004,90,90,96,67.78,ORD2026,2023-01-27,527063,2023-02-04,Billed,2023-01-27,,22,0.366666667,Material Shortage,104,43,OnTime,2
2023-01-29,P01,Pune,M015,Welder,Engine Parts,Night,1095,398580,1082,77,78,97,53.05,,,,,,,,33,0.55,Mechanical Failure,171,39,,
2023-01-29,P01,Pune,M016,Press,Brakes,Night,929,336298,1042,89,86,98,65.52,,,,,,,,31,0.516666667,Software Issue,154,31,,
2023-01-29,P01,Pune,M017,CNC,Chassis,Morning,797,322785,882,92,89,98,72.54,,,,,,,,52,0.866666667,Electrical Fault,107,17,,
2023-01-29,P01,Pune,M018,CNC,Engine Parts,Morning,969,406980,1018,97,89,99,80.15,,,,,,,,52,0.866666667,Tool Change,103,18,,
2023-01-29,P01,Pune,M019,Drill,Brakes,Night,812,336168,877,83,90,97,57.94,ORD2027,2023-01-26,390912,2023-02-03,Shipped,,,56,0.933333333,Software Issue,164,15,OnTime,3
2023-01-29,P01,Pune,M020,Lathe,Suspension,Night,964,399096,922,87,90,98,75.26,,,,,,,,23,0.383333333,Operator Error,199,38,,
2023-01-29,P01,Pune,M021,Press,Exhaust,Night,957,385671,1056,76,91,97,60.14,ORD2028,2023-01-28,532223,2023-02-06,Shipped,,,46,0.766666667,Operator Error,145,40,OnTime,1
2023-01-29,P01,Pune,M022,Grinder,Chassis,Night,821,311980,889,90,86,95,66.73,,,,,,,,21,0.35,Calibration,163,19,,
2023-01-29,P01,Pune,M023,Press,Exhaust,Morning,915,351360,1047,87,88,98,67.59,,,,,,,,21,0.35,Power Outage,124,30,,
